tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
9606,Homo sapiens,4915,0,live,NTRK2,"EIEE58, GP145-TrkB, OBHD, TRKB, trk-B",neurotrophic receptor tyrosine kinase 2,; BDNF/NT-3 growth factors receptor|BDNF-tropomyosine receptor kinase B|neurotrophic tyrosine kinase receptor type 2|tropomyosin-related kinase B|tyrosine kinase receptor B,9q21.33,9,NC_000009.12,84668458,85027070,plus,28,600456
9606,Homo sapiens,4852,0,live,NPY,PYY4,neuropeptide Y,; pro-neuropeptide Y|prepro-neuropeptide Y,7p15.3,7,NC_000007.14,24284190,24291862,plus,4,162640
9606,Homo sapiens,7133,0,live,TNFRSF1B,"CD120b, TBPII, TNF-R-II, TNF-R75, TNFBR, TNFR1B, TNFR2, TNFR80, p75, p75TNFR",TNF receptor superfamily member 1B,; tumor necrosis factor receptor superfamily member 1B|TNF-R2|TNF-RII|p75 TNF receptor|p80 TNF-alpha receptor|soluble TNFR1B variant 1|tumor necrosis factor beta receptor|tumor necrosis factor binding protein 2|tumor necrosis factor receptor 2|tumor necrosis factor receptor type II,1p36.22,1,NC_000001.11,12166948,12209222,plus,11,191191
9606,Homo sapiens,90865,0,live,IL33,"C9orf26, DVS27, IL1F11, NF-HEV, NFEHEV",interleukin 33,; interleukin-33|DVS27-related protein|interleukin-1 family member 11|nuclear factor for high endothelial venules|nuclear factor from high endothelial venules,9p24.1,9,NC_000009.12,6214591,6257983,plus,11,608678
9606,Homo sapiens,5566,0,live,PRKACA,"PKACA, PPNAD4",protein kinase cAMP-activated catalytic subunit alpha,"; cAMP-dependent protein kinase catalytic subunit alpha|PKA C-alpha|protein kinase A catalytic subunit|protein kinase, cAMP-dependent, alpha catalytic subunit|protein kinase, cAMP-dependent, catalytic, alpha",19p13.12,19,NC_000019.10,14091688,14117762,minus,12,601639
9606,Homo sapiens,2629,0,live,GBA,"GBA1, GCB, GLUC",glucosylceramidase beta,"; lysosomal acid glucosylceramidase|D-glucosyl-N-acylsphingosine glucohydrolase|SGTase|acid beta-glucosidase|alglucerase|beta-GC|beta-glucocerebrosidase|cholesterol glucosyltransferase|cholesteryl-beta-glucosidase|glucosidase, beta, acid|glucosylceramidase-like protein|imiglucerase|lysosomal acid GCase|lysosomal glucocerebrosidase",1q22,1,NC_000001.11,155234452,155244627,minus,12,606463
9606,Homo sapiens,4803,0,live,NGF,"Beta-NGF, HSAN5B, NGF",nerve growth factor,"; beta-nerve growth factor|nerve growth factor (beta polypeptide)|nerve growth factor, beta subunit|pro-nerve growth factor long",1p13.2,1,NC_000001.11,115285915,115338253,minus,4,162030
9606,Homo sapiens,3308,0,live,HSPA4,"APG-2, HEL-S-5a, HS24/P52, HSPH2, RY, hsp70, hsp70RY",heat shock protein family A (Hsp70) member 4,"; heat shock 70 kDa protein 4|epididymis secretory sperm binding protein Li 5a|heat shock 70-related protein APG-2|heat shock 70kD protein 4|heat shock 70kDa protein 4|heat shock protein, 110 kDa|hsp70 RY",5q31.1,5,NC_000005.10,133052013,133106449,plus,19,601113
9606,Homo sapiens,847,0,live,CAT,,catalase,; catalase|epididymis secretory sperm binding protein,11p13,11,NC_000011.10,34438934,34472060,plus,13,115500
9606,Homo sapiens,27185,0,live,DISC1,"C1orf136, SCZD9",DISC1 scaffold protein,; disrupted in schizophrenia 1 protein,1q42.2,1,NC_000001.11,231626790,232041272,plus,19,605210
9606,Homo sapiens,4049,0,live,LTA,"LT, TNFB, TNFSF1, TNLG1E",lymphotoxin alpha,"; lymphotoxin-alpha|LT-alpha|TNF superfamily, member 1|TNF-beta|truncated lymphotoxin alpha|tumor necrosis factor beta|tumor necrosis factor ligand 1E|tumor necrosis factor ligand superfamily member 1",6p21.33,6,NC_000006.12,31560550,31574324,plus,8,153440
9606,Homo sapiens,2668,0,live,GDNF,"ATF, ATF1, ATF2, HFB1-GDNF, HSCR3",glial cell derived neurotrophic factor,; glial cell line-derived neurotrophic factor|astrocyte-derived trophic factor,5p13.2,5,NC_000005.10,37812677,37840044,minus,6,600837
9606,Homo sapiens,2688,0,live,GH1,"GH, GH-N, GHB5, GHN, IGHD1A, IGHD1B, IGHD2, hGH-N",growth hormone 1,; somatotropin|growth hormone B5|pituitary growth hormone,17q23.3,17,NC_000017.11,63917203,63918839,minus,5,139250
9606,Homo sapiens,23405,0,live,DICER1,"DCR1, Dicer, Dicer1e, GLOW, HERNA, K12H4.8-LIKE, MNG1, RMSE2","dicer 1, ribonuclease III","; endoribonuclease Dicer|Dicer1, Dcr-1 homolog|dicer 1, double-stranded RNA-specific endoribonuclease|dicer 1, ribonuclease type III|helicase MOI|helicase with RNAse motif",14q32.13,14,NC_000014.9,95086228,95158263,minus,35,606241
9606,Homo sapiens,7442,0,live,TRPV1,VR1,transient receptor potential cation channel subfamily V member 1,; transient receptor potential cation channel subfamily V member 1|OTRPC1|capsaicin receptor|osm-9-like TRP channel 1|transient receptor potential vanilloid 1a|transient receptor potential vanilloid 1b|vanilloid receptor subtype 1,17p13.2,17,NC_000017.11,3565446,3609411,minus,19,602076
9606,Homo sapiens,22943,0,live,DKK1,"DKK-1, SK",dickkopf WNT signaling pathway inhibitor 1,; dickkopf-related protein 1|dickkopf 1 homolog|dickkopf-1 like|dickkopf-like protein 1,10q21.1,10,NC_000010.11,52314281,52317657,plus,4,605189
9606,Homo sapiens,406937,0,live,MIR145,"MIRN145, miR-145, miRNA145",microRNA 145,hsa-mir-145,5q32,5,NC_000005.10,149430646,149430733,plus,1,611795
9606,Homo sapiens,5058,0,live,PAK1,"IDDMSSD, PAKalpha",p21 (RAC1) activated kinase 1,"; serine/threonine-protein kinase PAK 1|STE20 homolog, yeast|alpha-PAK|p21 protein (Cdc42/Rac)-activated kinase 1|p21/Cdc42/Rac1-activated kinase 1 (STE20 homolog, yeast)|p21/Cdc42/Rac1-activated kinase 1 (yeast Ste20-related)|p65-PAK",11q13.5-q14.1,11,NC_000011.10,77322015,77514957,minus,23,602590
9606,Homo sapiens,952,0,live,CD38,"ADPRC 1, ADPRC1",CD38 molecule,; ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1|2'-phospho-ADP-ribosyl cyclase|2'-phospho-cyclic-ADP-ribose transferase|ADP-ribosyl cyclase 1|CD38 antigen (p45)|NAD(+) nucleosidase|cluster of differentiation 38|cyclic ADP-ribose hydrolase 1|ecto-nicotinamide adenine dinucleotide glycohydrolase,4p15.32,4,NC_000004.12,15778328,15853232,plus,8,107270
9606,Homo sapiens,6615,0,live,SNAI1,"SLUGH2, SNA, SNAH, SNAIL, SNAIL1, dJ710H13.1",snail family transcriptional repressor 1,; zinc finger protein SNAI1|protein sna|protein snail homolog 1|snail 1 homolog|snail 1 zinc finger protein|snail family zinc finger 1|snail homolog 1,20q13.13,20,NC_000020.11,49982980,49988886,plus,3,604238
9606,Homo sapiens,5080,0,live,PAX6,"AN, AN1, AN2, ASGD5, D11S812E, FVH1, MGDA, WAGR",paired box 6,; paired box protein Pax-6|Aniridia 1|Aniridia 2|aniridia type II protein|oculorhombin|paired box homeotic gene-6,11p13,11,NC_000011.10,31784792,31817961,minus,25,607108
9606,Homo sapiens,153,0,live,ADRB1,"ADRB1R, B1AR, BETA1AR, FNSS2, RHR",adrenoceptor beta 1,"; beta-1 adrenergic receptor|adrenergic, beta-1-, receptor|beta-1 adrenoceptor|beta-1 adrenoreceptor",10q25.3,10,NC_000010.11,114043866,114046904,plus,1,109630
9606,Homo sapiens,302,0,live,ANXA2,"ANX2, ANX2L4, CAL1H, HEL-S-270, LIP2, LPC2, LPC2D, P36, PAP-IV",annexin A2,; annexin A2|annexin II|annexin-2|calpactin I heavy chain|calpactin I heavy polypeptide|calpactin-1 heavy chain|chromobindin 8|epididymis secretory protein Li 270|epididymis secretory sperm binding protein|lipocortin II|placental anticoagulant protein IV|protein I,15q22.2,15,NC_000015.10,60347151,60398025,minus,16,151740
9606,Homo sapiens,9188,0,live,DDX21,"GUA, GURDB, RH-II/GU, RH-II/GuA",DExD-box helicase 21,; nucleolar RNA helicase 2|DEAD (Asp-Glu-Ala-Asp) box helicase 21|DEAD (Asp-Glu-Ala-Asp) box polypeptide 21|DEAD box protein 21|DEAD-box helicase 21|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 21|Gu protein|RH II/Gu|RNA helicase II/Gu alpha|gu-alpha|nucleolar RNA helicase Gu|nucleolar RNA helicase II,10q22.1,10,NC_000010.11,68956131,68985069,plus,16,606357
9606,Homo sapiens,135,0,live,ADORA2A,"A2aR, ADORA2, RDC8",adenosine A2a receptor,; adenosine receptor A2a|adenosine receptor subtype A2a,22q11.23,22,NC_000022.11,24423597,24442360,plus,6,102776
9606,Homo sapiens,4854,0,live,NOTCH3,"CADASIL, CADASIL1, CASIL, IMF2, LMNS",notch receptor 3,; neurogenic locus notch homolog protein 3|Notch homolog 3|notch 3,19p13.12,19,NC_000019.10,15159038,15200995,minus,33,600276
9606,Homo sapiens,729230,0,live,CCR2,"CC-CKR-2, CCR-2A, CCR2B, CD192, CKR2, CKR2A, CKR2B, CMKBR2, MCP-1-R, CCR2",C-C motif chemokine receptor 2,; C-C chemokine receptor type 2|MCP-1 receptor|chemokine (C-C motif) receptor 2|monocyte chemoattractant protein 1 receptor|monocyte chemotactic protein 1 receptor,3p21.31,3,NC_000003.12,46353744,46360940,plus,4,601267
9606,Homo sapiens,7137,0,live,TNNI3,"CMD1FF, CMD2A, CMH7, RCM1, TNNC1, cTnI","troponin I3, cardiac type","; troponin I, cardiac muscle|cardiomyopathy, dilated 2A (autosomal recessive)|troponin I type 3 (cardiac)",19q13.42,19,NC_000019.10,55151767,55157732,minus,8,191044
9606,Homo sapiens,540,0,live,ATP7B,"PWD, WC1, WD, WND",ATPase copper transporting beta,"; copper-transporting ATPase 2|ATPase, Cu(2+)- transporting, beta polypeptide|ATPase, Cu++ transporting, beta polypeptide|Wilson disease-associated protein|copper pump 2|copper-transporting protein ATP7B",13q14.3,13,NC_000013.11,51932669,52012130,minus,29,606882
9606,Homo sapiens,4548,0,live,MTR,"HMAG, MS, cblG",5-methyltetrahydrofolate-homocysteine methyltransferase,; methionine synthase|5-methyltetrahydrofolate-homocysteine methyltransferase 1|cobalamin-dependent methionine synthase|vitamin-B12 dependent methionine synthase,1q43,1,NC_000001.11,236794304,236903981,plus,33,156570
9606,Homo sapiens,4684,0,live,NCAM1,"CD56, MSK39, NCAM",neural cell adhesion molecule 1,"; neural cell adhesion molecule 1|antigen recognized by monoclonal antibody 5.1H11|neural cell adhesion molecule, NCAM",11q23.2,11,NC_000011.10,112961420,113278436,plus,25,116930
9606,Homo sapiens,9575,0,live,CLOCK,"KAT13D, bHLHe8",clock circadian regulator,; circadian locomoter output cycles protein kaput|circadian locomoter output cycles kaput protein|class E basic helix-loop-helix protein 8|clock homolog,4q12,4,NC_000004.12,55427901,55547138,minus,28,601851
9606,Homo sapiens,551,0,live,AVP,"ADH, ARVP-NPII, AVRP, VP, AVP",arginine vasopressin,; vasopressin-neurophysin 2-copeptin|antidiuretic hormone|copeptin|neurohypophyseal|prepro-AVP-NP II|prepro-arginine-vasopressin-neurophysin II|vasopressin-neurophysin II-copeptin,20p13,20,NC_000020.11,3082556,3093521,minus,4,192340
9606,Homo sapiens,1812,0,live,DRD1,"DADRA, DRD1",dopamine receptor D1,; D(1A) dopamine receptor|dopamine D1 receptor,5q35.2,5,NC_000005.10,175440036,175444182,minus,2,126449
9606,Homo sapiens,125,0,live,ADH1B,"ADH2, HEL-S-117","alcohol dehydrogenase 1B (class I), beta polypeptide","; all-trans-retinol dehydrogenase [NAD(+)] ADH1B|ADH, beta subunit|alcohol dehydrogenase 2 (class I), beta polypeptide|alcohol dehydrogenase subunit beta|aldehyde reductase|epididymis secretory protein Li 117",4q23,4,NC_000004.12,99304971,99321401,minus,10,103720
9606,Homo sapiens,4306,0,live,NR3C2,"MCR, MLR, MRVIT, NR3C2",nuclear receptor subfamily 3 group C member 2,"; mineralocorticoid receptor|aldosterone receptor|mineralocorticoid receptor 1|mineralocorticoid receptor 2|mineralocorticoid receptor delta|nuclear receptor subfamily 3, group C, member 2 variant 3",4q31.23,4,NC_000004.12,148078764,148444698,minus,11,600983
9606,Homo sapiens,2185,0,live,PTK2B,"CADTK, CAKB, FADK2, FAK2, PKB, PTK, PYK2, RAFTK",protein tyrosine kinase 2 beta,; protein-tyrosine kinase 2-beta|CAK-beta|FADK 2|PTK2B protein tyrosine kinase 2 beta|calcium-dependent tyrosine kinase|calcium-regulated non-receptor proline-rich tyrosine kinase|cell adhesion kinase beta|focal adhesion kinase 2|proline-rich tyrosine kinase 2|protein kinase B|related adhesion focal tyrosine kinase,8p21.2,8,NC_000008.11,27311478,27459391,plus,39,601212
9606,Homo sapiens,7077,0,live,TIMP2,"CSC-21K, DDC8",TIMP metallopeptidase inhibitor 2,; metalloproteinase inhibitor 2|testicular secretory protein Li 57|tissue inhibitor of metalloproteinases 2,17q25.3,17,NC_000017.11,78852977,78925387,minus,5,188825
9606,Homo sapiens,820,0,live,CAMP,"CAP-18, CAP18, CRAMP, FALL-39, FALL39, HSD26, LL37",cathelicidin antimicrobial peptide,; cathelicidin antimicrobial peptide|18 kDa cationic antimicrobial protein|epididymis secretory sperm binding protein,3p21.31,3,NC_000003.12,48223495,48225485,plus,4,600474
9606,Homo sapiens,5617,0,live,PRL,GHA1,prolactin,; prolactin|decidual prolactin|growth hormone A1,6p22.3,6,NC_000006.12,22287246,22302897,minus,7,176760
9606,Homo sapiens,3570,0,live,IL6R,"CD126, IL-6R-1, IL-6RA, IL6QA, IL6RQ, gp80, IL6R",interleukin 6 receptor,; interleukin-6 receptor subunit alpha|CD126 antigen|IL-6 receptor subunit alpha|IL-6R 1|membrane glycoprotein 80,1q21.3,1,NC_000001.11,154405193,154469450,plus,13,147880
9606,Homo sapiens,3290,0,live,HSD11B1,"11-DH, 11-beta-HSD1, CORTRD2, HDL, HSD11, HSD11B, HSD11L, SDR26C1",hydroxysteroid 11-beta dehydrogenase 1,; corticosteroid 11-beta-dehydrogenase isozyme 1|short chain dehydrogenase/reductase family 26C member 1,1q32.2,1,NC_000001.11,209686180,209734950,plus,7,600713
9606,Homo sapiens,5579,0,live,PRKCB,"PKC-beta, PKCB, PKCI(2), PKCbeta1, PRKCB2, PRKCB",protein kinase C beta,"; protein kinase C beta type|PKC-B|protein kinase C, beta 1 polypeptide",16p12.2-p12.1,16,NC_000016.10,23835983,24220611,plus,17,176970
9606,Homo sapiens,2638,0,live,GC,"DBP, DBP-maf, DBP/GC, GRD3, Gc-MAF, GcMAF, HEL-S-51, VDB, VDBG, VDBP",GC vitamin D binding protein,; vitamin D-binding protein|epididymis secretory protein Li 51|gc protein-derived macrophage activating factor|gc-globulin|group-specific component (vitamin D binding protein)|vitamin D-binding alpha-globulin|vitamin D-binding protein-macrophage activating factor,4q13.3,4,NC_000004.12,71741693,71805520,minus,15,139200
9606,Homo sapiens,6462,0,live,SHBG,"ABP, SBP, TEBG",sex hormone binding globulin,; sex hormone-binding globulin|sex steroid-binding protein|testis-specific androgen-binding protein|testosterone-binding beta-globulin|testosterone-estradiol-binding globulin|testosterone-estrogen-binding globulin,17p13.1,17,NC_000017.11,7614064,7633383,plus,10,182205
9606,Homo sapiens,5327,0,live,PLAT,"T-PA, TPA","plasminogen activator, tissue type",; tissue-type plasminogen activator|alteplase|plasminogen/activator kringle|reteplase|t-plasminogen activator,8p11.21,8,NC_000008.11,42174718,42207565,minus,14,173370
9606,Homo sapiens,2645,0,live,GCK,"FGQTL3, GK, GLK, HHF3, HK4, HKIV, HXKP, LGLK, MODY2",glucokinase,"; hexokinase-4|ATP:D-hexose 6-phosphotransferase|HK IV|glucokinase (hexokinase 4)|hexokinase D, pancreatic isozyme|hexokinase type IV",7p13,7,NC_000007.14,44143213,44189439,minus,15,138079
9606,Homo sapiens,5428,0,live,POLG,"MDP1, MIRAS, MTDPS4A, MTDPS4B, PEO1, POLGA, SANDO, SCAE, POLG","DNA polymerase gamma, catalytic subunit","; DNA polymerase subunit gamma-1|PolG-alpha|mitochondrial DNA polymerase catalytic subunit|mitochondrial polymerase gamma catalytic subunit|polymerase (DNA directed), gamma|polymerase (DNA) gamma, catalytic subunit|truncated mitochondrial DNA polymerase gamma catalytic subunit|truncated mitochondrial polymerase gamma catalytic subunit",15q26.1,15,NC_000015.10,89316305,89334824,minus,23,174763
9606,Homo sapiens,3673,0,live,ITGA2,"BR, CD49B, GPIa, HPA-5, VLA-2, VLAA2",integrin subunit alpha 2,"; integrin alpha-2|CD49 antigen-like family member B|alpha 2 subunit of VLA-2 receptor|collagen receptor|human platelet alloantigen system 5|integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)|platelet antigen Br|platelet glycoprotein GPIa|platelet membrane glycoprotein Ia|very late activation protein 2 receptor, alpha-2 subunit",5q11.2,5,NC_000005.10,52989352,53094779,plus,30,192974
9606,Homo sapiens,4842,0,live,NOS1,"IHPS1, N-NOS, NC-NOS, NOS, bNOS, nNOS",nitric oxide synthase 1,"; nitric oxide synthase, brain|NOS type I|constitutive NOS|neuronal NOS|nitric oxide synthase 1 (neuronal)|peptidyl-cysteine S-nitrosylase NOS1",12q24.22,12,NC_000012.12,117208142,117361802,minus,33,163731
9606,Homo sapiens,7295,0,live,TXN,"TRDX, TRX, TRX1",thioredoxin,; thioredoxin|ADF|ATL-derived factor|SASP|TXN delta 3|surface-associated sulphydryl protein|testicular tissue protein Li 199|thioredoxin delta 3,9q31.3,9,NC_000009.12,110243810,110256507,minus,5,187700
9606,Homo sapiens,2735,0,live,GLI1,"GLI, PAPA8, PPD1",GLI family zinc finger 1,; zinc finger protein GLI1|GLI-Kruppel family member GLI1|glioma-associated oncogene 1|glioma-associated oncogene homolog 1 (zinc finger protein)|oncogene GLI,12q13.3,12,NC_000012.12,57459785,57472451,plus,13,165220
9606,Homo sapiens,283120,0,live,H19,"ASM, ASM1, BWS, D11S813E, LINC00008, MIR675HG, NCRNA00008, WT2",H19 imprinted maternally expressed transcript,"H19, imprinted maternally expressed transcript (non-protein coding)|H19, imprinted maternally expressed untranslated mRNA|MIR675 host|adult skeletal muscle|long intergenic non-protein coding RNA 8",11p15.5,11,NC_000011.10,1995176,2001466,minus,6,103280
9606,Homo sapiens,361,0,live,AQP4,"MIWC, WCH4",aquaporin 4,; aquaporin-4|aquaporin type4|mercurial-insensitive water channel,18q11.2,18,NC_000018.10,26852038,26865803,minus,6,600308
9606,Homo sapiens,773,0,live,CACNA1A,"APCA, BI, CACNL1A4, CAV2.1, EA2, EIEE42, FHM, HPCA, MHP, MHP1, SCA6",calcium voltage-gated channel subunit alpha1 A,"; voltage-dependent P/Q-type calcium channel subunit alpha-1A|brain calcium channel 1|brain calcium channel I|calcium channel, L type, alpha-1 polypeptide|calcium channel, voltage-dependent, P/Q type, alpha 1A subunit|fetal brain Ca2+ voltage-gated channel alpha1A pore-forming subunit|voltage-gated calcium channel subunit alpha Cav2.1",19p13.13,19,NC_000019.10,13206442,13506479,minus,49,601011
9606,Homo sapiens,2876,0,live,GPX1,"GPXD, GSHPX1",glutathione peroxidase 1,; glutathione peroxidase 1|GSHPx-1|cellular glutathione peroxidase,3p21.31,3,NC_000003.12,49357171,49358600,minus,2,138320
9606,Homo sapiens,4221,0,live,MEN1,"MEAI, SCG2",menin 1,; menin,11q13.1,11,NC_000011.10,64803514,64811294,minus,14,613733
9606,Homo sapiens,252995,0,live,FNDC5,"FRCP2, irisin",fibronectin type III domain containing 5,; fibronectin type III domain-containing protein 5|fibronectin type III repeat-containing protein 2,1p35.1,1,NC_000001.11,32862268,32872484,minus,7,611906
9606,Homo sapiens,2066,0,live,ERBB4,"ALS19, HER4, p180erbB4",erb-b2 receptor tyrosine kinase 4,; receptor tyrosine-protein kinase erbB-4|avian erythroblastic leukemia viral (v-erb-b2) oncogene homolog 4|human epidermal growth factor receptor 4|proto-oncogene-like protein c-ErbB-4|tyrosine kinase-type cell surface receptor HER4|v-erb-a erythroblastic leukemia viral oncogene homolog 4|v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4,2q34,2,NC_000002.12,211375717,212538802,minus,31,600543
9606,Homo sapiens,3659,0,live,IRF1,"IRF-1, MAR",interferon regulatory factor 1,"; interferon regulatory factor 1|interferon regulatory factor 1 isoform +I9|interferon regulatory factor 1 isoform d78|interferon regulatory factor 1 isoform d9,10+|interferon regulatory factor 1 isoform delta4|interferon regulatory factor 1 isoform delta7",5q31.1,5,NC_000005.10,132481609,132490789,minus,10,147575
9606,Homo sapiens,2904,0,live,GRIN2B,"EIEE27, GluN2B, MRD6, NMDAR2B, NR2B, NR3, hNR3",glutamate ionotropic receptor NMDA type subunit 2B,"; glutamate receptor ionotropic, NMDA 2B|N-methyl D-aspartate receptor subtype 2B|N-methyl-D-aspartate receptor subunit 3|glutamate [NMDA] receptor subunit epsilon-2|glutamate receptor subunit epsilon-2|glutamate receptor, ionotropic, N-methyl D-aspartate 2B",12p13.1,12,NC_000012.12,13537337,13982012,minus,16,138252
9606,Homo sapiens,1368,0,live,CPM,,carboxypeptidase M,; carboxypeptidase M|renal carboxypeptidase|urinary carboxypeptidase B,12q15,12,NC_000012.12,68842193,68963240,minus,11,114860
9606,Homo sapiens,3897,0,live,L1CAM,"CAML1, CD171, HSAS, HSAS1, MASA, MIC5, N-CAM-L1, N-CAML1, NCAM-L1, S10, SPG1",L1 cell adhesion molecule,; neural cell adhesion molecule L1|antigen identified by monoclonal antibody R1,Xq28,X,NC_000023.11,153861514,153886173,minus,29,308840
9606,Homo sapiens,1113,0,live,CHGA,CGA,chromogranin A,; chromogranin-A|SP-I|betagranin (N-terminal fragment of chromogranin A)|catestatin|chromofungin|parathyroid secretory protein 1|pituitary secretory protein I,14q32.12,14,NC_000014.9,92922594,92935293,plus,9,118910
9606,Homo sapiens,2670,0,live,GFAP,ALXDRD,glial fibrillary acidic protein,; glial fibrillary acidic protein,17q21.31,17,NC_000017.11,44903159,44915552,minus,10,137780
9606,Homo sapiens,103,0,live,ADAR,"ADAR1, AGS6, DRADA, DSH, DSRAD, G1P1, IFI-4, IFI4, K88DSRBP, P136",adenosine deaminase RNA specific,; double-stranded RNA-specific adenosine deaminase|136 kDa double-stranded RNA-binding protein|adenosine deaminase acting on RNA 1-A|dsRNA adenosine deaminase|dsRNA adeonosine deaminase|interferon-induced protein 4|interferon-inducible protein 4,1q21.3,1,NC_000001.11,154582057,154631560,minus,21,146920
9606,Homo sapiens,8665,0,live,EIF3F,"EIF3S5, MRT67, eIF3-p47",eukaryotic translation initiation factor 3 subunit F,"; eukaryotic translation initiation factor 3 subunit F|deubiquitinating enzyme eIF3f|eIF-3-epsilon|eIF3-epsilon|eukaryotic translation initiation factor 3, subunit 5 (epsilon, 47kD)|eukaryotic translation initiation factor 3, subunit 5 epsilon, 47kDa",11p15.4,11,NC_000011.10,7987337,8001852,plus,8,603914
9606,Homo sapiens,5604,0,live,MAP2K1,"CFC3, MAPKK1, MEK1, MKK1, PRKMK1",mitogen-activated protein kinase kinase 1,"; dual specificity mitogen-activated protein kinase kinase 1|ERK activator kinase 1|MAPK/ERK kinase 1|MAPKK 1|MEK 1|protein kinase, mitogen-activated, kinase 1 (MAP kinase kinase 1)",15q22.31,15,NC_000015.10,66386873,66491544,plus,13,176872
9606,Homo sapiens,5443,0,live,POMC,"ACTH, CLIP, LPH, MSH, NPP, OBAIRH, POC",proopiomelanocortin,; pro-opiomelanocortin|adrenocorticotropic hormone|adrenocorticotropin|alpha-MSH|alpha-melanocyte-stimulating hormone|beta-LPH|beta-MSH|beta-endorphin|beta-melanocyte-stimulating hormone|corticotropin-like intermediary peptide|corticotropin-lipotropin|gamma-LPH|gamma-MSH|lipotropin beta|lipotropin gamma|melanotropin alpha|melanotropin beta|melanotropin gamma|met-enkephalin|opiomelanocortin prepropeptide|pro-ACTH-endorphin|proopiomelanocortin preproprotein,2p23.3,2,NC_000002.12,25160853,25168851,minus,4,176830
9606,Homo sapiens,6376,0,live,CX3CL1,"ABCD-3, C3Xkine, CXC3, CXC3C, NTN, NTT, SCYD1, fractalkine, neurotactin",C-X3-C motif chemokine ligand 1,"; fractalkine|C-X3-C motif chemokine 1|CX3C membrane-anchored chemokine|chemokine (C-X3-C motif) ligand 1|small inducible cytokine subfamily D (Cys-X3-Cys), member 1 (fractalkine, neurotactin)|small inducible cytokine subfamily D (Cys-X3-Cys), member-1|small-inducible cytokine D1",16q21,16,NC_000016.10,57372490,57385044,plus,3,601880
9606,Homo sapiens,1392,0,live,CRH,"CRF1, CRH",corticotropin releasing hormone,; corticoliberin|corticotropin-releasing factor,8q13.1,8,NC_000008.11,66176376,66178464,minus,2,122560
9606,Homo sapiens,5335,0,live,PLCG1,"NCKAP3, PLC-II, PLC1, PLC148, PLCgamma1",phospholipase C gamma 1,"; 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1|1-phosphatidyl-D-myo-inositol-4,5-bisphosphate|PLC-148|PLC-gamma-1|inositoltrisphosphohydrolase|monophosphatidylinositol phosphodiesterase|phosphatidylinositol phospholipase C|phosphoinositidase C|phosphoinositide phospholipase C|phosphoinositide phospholipase C-gamma-1|phospholipase C, gamma 1 (formerly subtype 148)|phospholipase C-148|phospholipase C-II|triphosphoinositide phosphodiesterase",20q12,20,NC_000020.11,41137519,41177626,plus,32,172420
9606,Homo sapiens,3371,0,live,TNC,"150-225, DFNA56, GMEM, GP, HXB, JI, TN, TN-C",tenascin C,"; tenascin|GP 150-225|cytotactin|deafness, autosomal dominant 56|glioma-associated-extracellular matrix antigen|hexabrachion (tenascin)|myotendinous antigen|neuronectin|tenascin-C additional domain 1|tenascin-C isoform 14/AD1/16",9q33.1,9,NC_000009.12,115019575,115118244,minus,31,187380
9606,Homo sapiens,3574,0,live,IL7,IL-7,interleukin 7,; interleukin-7,8q21.13,8,NC_000008.11,78675870,78806830,minus,8,146660
9606,Homo sapiens,3439,0,live,IFNA1,"IFL, IFN, IFN-ALPHA, IFN-alphaD3, IFNA@, IFNA1",interferon alpha 1,; interferon alpha-1/13|IFN-alpha 1b|IFN-alpha-1/13|interferon alpha 1b|interferon alpha-D|interferon-alpha1|leIF D,9p21.3,9,NC_000009.12,21440439,21441316,plus,1,147660
9606,Homo sapiens,84062,0,live,DTNBP1,"BLOC1S8, DBND, HPS7, My031, SDY",dystrobrevin binding protein 1,"; dysbindin|BLOC-1 subunit 8|Hermansky-Pudlak syndrome 7 protein|biogenesis of lysosomal organelles complex-1, subunit 8|biogenesis of lysosome-related organelles complex 1 subunit 8|dysbindin-1",6p22.3,6,NC_000006.12,15522801,15663058,minus,14,607145
9606,Homo sapiens,6591,0,live,SNAI2,"SLUG, SLUGH, SLUGH1, SNAIL2, WS2D",snail family transcriptional repressor 2,"; zinc finger protein SNAI2|neural crest transcription factor SLUG|protein snail homolog 2|slug (chicken homolog), zinc finger protein|snail family zinc finger 2|snail homolog 2",8q11.21,8,NC_000008.11,48917598,48921429,minus,3,602150
9606,Homo sapiens,3716,0,live,JAK1,"JAK1AB, JTK3, JAK1",Janus kinase 1,; tyrosine-protein kinase JAK1,1p31.3,1,NC_000001.11,64833223,65067746,minus,29,147795
9606,Homo sapiens,1378,0,live,CR1,"C3BR, C4BR, CD35, KN",complement C3b/C4b receptor 1 (Knops blood group),; complement receptor type 1|C3-binding protein|C3b/C4b receptor|CD35 antigen|Knops blood group antigen|complement component (3b/4b) receptor 1 (Knops blood group)|complement receptor 1,1q32.2,1,NC_000001.11,207496152,207641765,plus,48,120620
